Food Name,State,Type,Allergic Ingredients,Total Calories,Category
Mizo Pork and Vegetable Curry,Mizoram,Non-Veg,None,350,Meal
Mizo Chicken with Veg Stew,Mizoram,Non-Veg,None,300,Meal
Mizo Fried Fish with Beans,Mizoram,Non-Veg,None,300,Meal
Mizo Vegetable Soup with Pork,Mizoram,Non-Veg,None,250,Meal
Mizo Pork with Veg and Rice,Mizoram,Non-Veg,None,400,Meal
Mizo Chicken and Veg Soup,Mizoram,Non-Veg,None,250,Meal
Mizo Chicken with Beans and Rice,Mizoram,Non-Veg,None,350,Meal
Mizo Vegetable Salad with Rice,Mizoram,Veg,None,300,Snack
Mizo Pork and Vegetable Stir Fry,Mizoram,Non-Veg,None,350,Meal
Mizo Chicken with Veg and Rice,Mizoram,Non-Veg,None,350,Meal
Mizo Fried Rice with Chicken and Veg,Mizoram,Non-Veg,None,350,Meal
Mizo Chicken with Veg Curry,Mizoram,Non-Veg,None,300,Meal
Mizo Vegetable Soup with Chicken,Mizoram,Non-Veg,None,250,Meal
Mizo Pork and Bean Stew with Rice,Mizoram,Non-Veg,None,400,Meal
Mizo Chicken with Rice and Veg,Mizoram,Non-Veg,None,350,Meal
Mizo Vegetable Stir Fry with Rice,Mizoram,Veg,None,300,Meal
Khar,Meghalaya,Non-Veg,None,200,Meal
Jadoh,Meghalaya,Non-Veg,None,250,Meal
Dohneiiong,Meghalaya,Non-Veg,None,300,Meal
Pumaloi,Meghalaya,Veg,None,180,Meal
Tungrymbai,Meghalaya,Veg,None,220,Meal
Khurkhure,Meghalaya,Non-Veg,None,280,Meal
Momos,Meghalaya,Non-Veg,None,150,Meal
Bamboo Shoot Curry,Meghalaya,Veg,None,200,Meal
Vawksa Rep,Meghalaya,Non-Veg,None,350,Meal
Nakham Bitchi,Meghalaya,Veg,None,170,Meal
Shillong Pork,Meghalaya,Non-Veg,None,300,Meal
Khasi Pulao,Meghalaya,Non-Veg,None,260,Meal
Veg Thali,Meghalaya,Veg,None,350,Meal
Pork with Bamboo Shoot,Meghalaya,Non-Veg,None,320,Meal
Raya,Meghalaya,Veg,None,150,Meal
Sohra Pulao,Meghalaya,Veg,None,230,Meal
Pork with Black Sesame Seeds,Meghalaya,Non-Veg,None,310,Meal
Patri,Meghalaya,Veg,None,180,Meal
Meghalaya Chicken Curry,Meghalaya,Non-Veg,None,290,Meal
Bamboo Shoot Pickle,Meghalaya,Veg,None,100,Meal
Riverside Fish Curry,Meghalaya,Non-Veg,None,280,Meal
Roasted Pork,Meghalaya,Non-Veg,None,350,Meal
Vegetable Salad,Meghalaya,Veg,None,120,Snack
Shija,Meghalaya,Veg,None,190,Meal
Pork and Black Bean Stew,Meghalaya,Non-Veg,None,320,Meal
Khaman,Meghalaya,Veg,None,150,Meal
Spicy Pork Salad,Meghalaya,Non-Veg,None,280,Snack
Mutton Khar,Meghalaya,Non-Veg,None,310,Meal
Sweet Potato Curry,Meghalaya,Veg,None,200,Meal
Pork and Potato Stew,Meghalaya,Non-Veg,None,320,Meal
Rice Cake,Meghalaya,Veg,None,170,Meal
Duck with Bamboo Shoot,Meghalaya,Non-Veg,None,350,Meal
Mixed Vegetable Curry,Meghalaya,Veg,None,200,Meal
Meghalaya Chicken Soup,Meghalaya,Non-Veg,None,250,Meal
Vegetable Pakora,Meghalaya,Veg,None,150,Meal
Meghalaya Fish Fry,Meghalaya,Non-Veg,None,280,Meal
Khar with Pork,Meghalaya,Non-Veg,None,320,Meal
Vegetable Fried Rice,Meghalaya,Veg,None,250,Meal
Pork and Bamboo Shoot Curry,Meghalaya,Non-Veg,None,310,Meal
Masala Rice,Meghalaya,Veg,None,220,Meal
Duck Curry,Meghalaya,Non-Veg,None,330,Meal
Bamboo Shoot Soup,Meghalaya,Veg,None,180,Meal
Pork with Rice,Meghalaya,Non-Veg,None,280,Meal
Sweet Corn Soup,Meghalaya,Veg,None,150,Meal
Pork Skewers,Meghalaya,Non-Veg,None,300,Meal
Ginger Pork,Meghalaya,Non-Veg,None,320,Meal
Spicy Potato Curry,Meghalaya,Veg,None,200,Meal
Pork with Tomato Curry,Meghalaya,Non-Veg,None,310,Meal
Vegetable Stew,Meghalaya,Veg,None,180,Meal
Pork with Green Chili,Meghalaya,Non-Veg,None,330,Meal
Pork and Bean Salad,Meghalaya,Non-Veg,None,290,Snack
Chicken with Bamboo Shoot,Meghalaya,Non-Veg,None,320,Meal
Spicy Vegetable Soup,Meghalaya,Veg,None,150,Meal
Meghalaya Fish Curry,Meghalaya,Non-Veg,None,280,Meal
Pork Khar,Meghalaya,Non-Veg,None,320,Meal
Cabbage Curry,Meghalaya,Veg,None,180,Meal
Duck with Black Beans,Meghalaya,Non-Veg,None,350,Meal
Vegetable Stir-Fry,Meghalaya,Veg,None,200,Meal
Meghalaya Chicken Salad,Meghalaya,Non-Veg,None,270,Snack
Pork with Spinach,Meghalaya,Non-Veg,None,320,Meal
Pumpkin Soup,Meghalaya,Veg,None,170,Meal
Pork with Peppers,Meghalaya,Non-Veg,None,310,Meal
Vegetable and Lentil Curry,Meghalaya,Veg,None,200,Meal
Fish with Tomato Sauce,Meghalaya,Non-Veg,None,250,Meal
Pork and Potato Salad,Meghalaya,Non-Veg,None,290,Snack
Vegetable Curry with Rice,Meghalaya,Veg,None,250,Meal
Duck Curry with Bamboo Shoots,Meghalaya,Non-Veg,None,330,Meal
Pork with Green Beans,Meghalaya,Non-Veg,None,310,Meal
Chili Chicken,Meghalaya,Non-Veg,None,290,Meal
Vegetable Dumplings,Meghalaya,Veg,None,150,Meal
Pork and Mushroom Curry,Meghalaya,Non-Veg,None,320,Meal
Fish and Vegetable Stew,Meghalaya,Non-Veg,None,280,Meal
Spicy Veggie Noodles,Meghalaya,Veg,None,250,Meal
Pork with Pumpkin,Meghalaya,Non-Veg,None,320,Meal
Chicken Stew with Veggies,Meghalaya,Non-Veg,None,270,Meal
Green Bean Salad,Meghalaya,Veg,None,180,Snack
Pork and Bean Curry,Meghalaya,Non-Veg,None,310,Meal
Rice and Lentil Soup,Meghalaya,Veg,None,200,Meal
Pork with Eggplant,Meghalaya,Non-Veg,None,320,Meal
Spicy Vegetable Stir-fry,Meghalaya,Veg,None,200,Meal
Meghalaya Mutton Curry,Meghalaya,Non-Veg,None,320,Meal
Vegetable Pulao,Meghalaya,Veg,None,220,Meal
Pork with Spinach and Mushrooms,Meghalaya,Non-Veg,None,330,Meal
Cabbage and Pork Stew,Meghalaya,Non-Veg,None,290,Meal
Sweet Potato and Pork Curry,Meghalaya,Non-Veg,None,320,Meal
Vegetable Samosa,Meghalaya,Veg,None,180,Meal
Duck with Vegetable Curry,Meghalaya,Non-Veg,None,330,Meal
Pork with Green Beans and Peppers,Meghalaya,Non-Veg,None,310,Meal
Vegetable Soup with Rice,Meghalaya,Veg,None,200,Meal
Meghalaya Fish Stew,Meghalaya,Non-Veg,None,270,Meal
Pork and Green Chili Stew,Meghalaya,Non-Veg,None,330,Meal
Vegetable and Bean Stew,Meghalaya,Veg,None,200,Meal
Chicken and Vegetable Curry,Meghalaya,Non-Veg,None,270,Meal
Spicy Pork and Rice,Meghalaya,Non-Veg,None,320,Meal
Vegetable Kebab,Meghalaya,Veg,None,150,Meal
Duck with Bamboo Shoots and Peppers,Meghalaya,Non-Veg,None,350,Meal
Pork and Sweet Corn Stew,Meghalaya,Non-Veg,None,320,Meal
Vegetable and Pork Salad,Meghalaya,Non-Veg,None,290,Snack
Chicken and Bean Stew,Meghalaya,Non-Veg,None,270,Meal
Pumpkin and Pork Curry,Meghalaya,Non-Veg,None,330,Meal
Vegetable and Lentil Soup,Meghalaya,Veg,None,200,Meal
Meghalaya Duck Salad,Meghalaya,Non-Veg,None,290,Snack
Pork with Mixed Vegetables,Meghalaya,Non-Veg,None,320,Meal
Vegetable Fried Rice with Nuts,Meghalaya,Veg,Nuts,250,Meal
Duck Curry with Potatoes,Meghalaya,Non-Veg,None,340,Meal
Chicken Curry with Vegetables,Meghalaya,Non-Veg,None,270,Meal
Vegetable and Pork Stir-fry,Meghalaya,Non-Veg,None,290,Meal
Sweet Potato and Vegetable Curry,Meghalaya,Veg,None,220,Meal
Pork and Eggplant Stir-fry,Meghalaya,Non-Veg,None,320,Meal
Duck with Tomato Curry,Meghalaya,Non-Veg,None,340,Meal
Vegetable and Chicken Soup,Meghalaya,Non-Veg,None,250,Meal
Pork and Bean Salad,Meghalaya,Non-Veg,None,280,Snack
Vegetable Curry with Pork,Meghalaya,Non-Veg,None,320,Meal
Duck and Vegetable Stew,Meghalaya,Non-Veg,None,340,Meal
Pork and Cabbage Stir-fry,Meghalaya,Non-Veg,None,310,Meal
Vegetable Curry with Sweet Potato,Meghalaya,Veg,None,220,Meal
Pork with Carrots and Beans,Meghalaya,Non-Veg,None,320,Meal
Vegetable and Duck Salad,Meghalaya,Non-Veg,None,290,Snack
Spicy Pork and Rice Soup,Meghalaya,Non-Veg,None,310,Meal
Sweet Potato and Pork Stew,Meghalaya,Non-Veg,None,330,Meal
Pork with Mushrooms and Beans,Meghalaya,Non-Veg,None,310,Meal
Vegetable and Chicken Salad,Meghalaya,Non-Veg,None,270,Snack
Pork and Pumpkin Curry,Meghalaya,Non-Veg,None,330,Meal
Vegetable Soup with Beans,Meghalaya,Veg,None,200,Meal
Duck Curry with Spinach,Meghalaya,Non-Veg,None,340,Meal
Pork and Potato Stir-fry,Meghalaya,Non-Veg,None,320,Meal
Vegetable Pulao with Nuts,Meghalaya,Veg,Nuts,250,Meal
Duck with Beans and Peppers,Meghalaya,Non-Veg,None,340,Meal
Pork and Sweet Potato Stew,Meghalaya,Non-Veg,None,320,Meal
Vegetable Stir-fry with Pork,Meghalaya,Non-Veg,None,310,Meal
Chicken and Cabbage Curry,Meghalaya,Non-Veg,None,270,Meal
Pork with Cauliflower,Meghalaya,Non-Veg,None,310,Meal
Vegetable Curry with Peanuts,Meghalaya,Veg,Peanuts,220,Meal
Duck and Potato Stew,Meghalaya,Non-Veg,None,340,Meal
Pork and Carrot Stir-fry,Meghalaya,Non-Veg,None,310,Meal
Vegetable and Bean Curry,Meghalaya,Veg,None,200,Meal
Chicken and Mushroom Curry,Meghalaya,Non-Veg,None,270,Meal
Pork with Spinach and Peppers,Meghalaya,Non-Veg,None,320,Meal
Vegetable and Mushroom Soup,Meghalaya,Veg,None,200,Meal
Duck with Pumpkin and Beans,Meghalaya,Non-Veg,None,350,Meal
Pork with Beans and Peppers,Meghalaya,Non-Veg,None,310,Meal
Vegetable and Sweet Corn Salad,Meghalaya,Veg,None,200,Snack
Pork and Green Beans Stew,Meghalaya,Non-Veg,None,320,Meal
Vegetable and Chicken Stir-fry,Meghalaya,Non-Veg,None,290,Meal
Pork with Bean Curry,Meghalaya,Non-Veg,None,310,Meal
Vegetable Curry with Chicken,Meghalaya,Non-Veg,None,270,Meal
Pork and Carrot Curry,Meghalaya,Non-Veg,None,310,Meal
Vegetable and Eggplant Curry,Meghalaya,Veg,None,200,Meal
Duck with Sweet Potato and Beans,Meghalaya,Non-Veg,None,340,Meal
Pork and Mushroom Salad,Meghalaya,Non-Veg,None,290,Snack
Vegetable Soup with Peanuts,Meghalaya,Veg,Peanuts,220,Meal
Pork and Vegetable Curry,Meghalaya,Non-Veg,None,320,Meal
Chicken Curry with Beans,Meghalaya,Non-Veg,None,270,Meal
Vegetable and Duck Stir-fry,Meghalaya,Non-Veg,None,290,Meal
Pork and Carrot Salad,Meghalaya,Non-Veg,None,310,Snack
Vegetable and Pork Stir-fry,Meghalaya,Non-Veg,None,310,Meal
Pork and Vegetable Salad,Meghalaya,Non-Veg,None,290,Snack
Duck with Mushroom and Peppers,Meghalaya,Non-Veg,None,340,Meal
Vegetable and Bean Soup,Meghalaya,Veg,None,200,Meal
Pork and Cabbage Salad,Meghalaya,Non-Veg,None,290,Snack
Vegetable and Pork Soup,Meghalaya,Non-Veg,None,320,Meal
Chicken and Vegetable Salad,Meghalaya,Non-Veg,None,270,Snack
Pork with Beans and Mushrooms,Meghalaya,Non-Veg,None,310,Meal
Pork and Bean Curry,Meghalaya,Non-Veg,None,320,Meal
Duck with Green Beans,Meghalaya,Non-Veg,None,340,Meal
Vegetable Soup with Sweet Corn,Meghalaya,Veg,None,200,Meal
Pork with Mushrooms and Spinach,Meghalaya,Non-Veg,None,320,Meal
Vegetable and Bean Curry,Meghalaya,Veg,None,200,Meal
Pork and Peppers Curry,Meghalaya,Non-Veg,None,310,Meal
Vegetable Stir-fry with Chicken,Meghalaya,Non-Veg,None,290,Meal
Pork with Green Chili Curry,Meghalaya,Non-Veg,None,320,Meal
Vegetable and Sweet Corn Soup,Meghalaya,Veg,None,200,Meal
Pork with Spinach and Mushrooms,Meghalaya,Non-Veg,None,320,Meal
Pork with Sweet Potato and Peppers,Meghalaya,Non-Veg,None,320,Meal
Vegetable and Mushroom Salad,Meghalaya,Veg,None,200,Snack
Duck with Green Chili and Beans,Meghalaya,Non-Veg,None,340,Meal
Vegetable Curry with Carrots,Meghalaya,Veg,None,220,Meal
Pork and Sweet Corn Curry,Meghalaya,Non-Veg,None,320,Meal
Vegetable and Carrot Salad,Meghalaya,Veg,None,200,Snack
Pork with Spinach and Mushrooms,Meghalaya,Non-Veg,None,320,Meal
Vegetable and Bean Curry,Meghalaya,Veg,None,200,Meal
Duck with Peanuts and Beans,Meghalaya,Non-Veg,Peanuts,340,Meal
Pork and Sweet Potato Soup,Meghalaya,Non-Veg,None,320,Meal
Pork with Peanuts and Beans,Meghalaya,Non-Veg,Peanuts,320,Meal
Vegetable and Duck Soup,Meghalaya,Non-Veg,None,250,Meal
Pork with Peanuts and Mushrooms,Meghalaya,Non-Veg,Peanuts,320,Meal
Vegetable Stir-fry with Mushrooms,Meghalaya,Veg,None,200,Meal
Pork with Green Beans and Peanuts,Meghalaya,Non-Veg,Peanuts,320,Meal
Pork with Sweet Potato and Beans,Meghalaya,Non-Veg,None,320,Meal
Vegetable and Duck Salad,Meghalaya,Non-Veg,None,290,Snack
Pork and Mushroom Stir-fry,Meghalaya,Non-Veg,None,320,Meal
Vegetable Curry with Sweet Corn,Meghalaya,Veg,None,200,Meal
Pork and Bean Stir-fry,Meghalaya,Non-Veg,None,320,Meal
Vegetable and Duck Stir-fry,Meghalaya,Non-Veg,None,290,Meal
Pork and Carrot Stir-fry,Meghalaya,Non-Veg,None,320,Meal
Vegetable Curry with Beans,Meghalaya,Veg,None,200,Meal
Pork with Mushrooms and Peanuts,Meghalaya,Non-Veg,Peanuts,320,Meal
Pork and Duck Curry,Meghalaya,Non-Veg,None,330,Meal
Vegetable and Chicken Salad,Meghalaya,Non-Veg,None,270,Snack
Vegetable and Mushroom Stir-fry,Meghalaya,Veg,None,200,Meal
Eromba,Manipur,Veg,None,200,Meal
Shingju,Manipur,Veg,None,150,Meal
Okhomri,Manipur,Veg,None,180,Meal
Nga-Thongba,Manipur,Non-Veg,None,250,Meal
Kangshoi,Manipur,Veg,None,190,Meal
Chamthong,Manipur,Veg,None,210,Meal
Mithuna,Manipur,Non-Veg,None,280,Meal
Pakora,Manipur,Veg,None,250,Meal
Thukpa,Manipur,Non-Veg,None,350,Meal
Kangshoi with Fish,Manipur,Non-Veg,None,300,Meal
Macher Jhol,Manipur,Non-Veg,None,320,Meal
Steamed Fish,Manipur,Non-Veg,None,200,Meal
Fish Curry,Manipur,Non-Veg,None,350,Meal
Naga Stew,Manipur,Non-Veg,None,320,Meal
Vegetable Khichdi,Manipur,Veg,None,230,Meal
Pork with Bamboo Shoot,Manipur,Non-Veg,None,350,Meal
Bamboo Shoot Salad,Manipur,Veg,None,150,Snack
Eroomba with Fish,Manipur,Non-Veg,None,320,Meal
Chakhao Kheer,Manipur,Veg,None,350,Meal
Sana Thongba,Manipur,Veg,None,180,Meal
Aloo Ngari,Manipur,Veg,None,220,Meal
Hawaijar,Manipur,Non-Veg,None,300,Meal
Khao Yum,Manipur,Veg,None,200,Meal
Chakhao,Manipur,Veg,None,220,Meal
Nungshiba,Manipur,Veg,None,210,Meal
Pawnbut,Manipur,Veg,None,200,Meal
Angouba,Manipur,Veg,None,180,Meal
Sani Kangshoi,Manipur,Veg,None,190,Meal
Mritsang,Manipur,Non-Veg,None,300,Meal
Lai Phadei,Manipur,Veg,None,210,Meal
Pungshing,Manipur,Non-Veg,None,320,Meal
Bamboo Shoot Soup,Manipur,Veg,None,160,Meal
Meeyam,Manipur,Veg,None,190,Meal
Bara,Manipur,Veg,None,220,Meal
Nungshiba with Fish,Manipur,Non-Veg,None,320,Meal
Mingkhat,Manipur,Non-Veg,None,310,Meal
Sana Makhong,Manipur,Veg,None,180,Meal
Yongcha,Manipur,Veg,None,200,Meal
Saba,Manipur,Non-Veg,None,290,Meal
Thangjing,Manipur,Non-Veg,None,320,Meal
Aloo Kangshoi,Manipur,Veg,None,230,Meal
Cha Thongba,Manipur,Non-Veg,None,320,Meal
Kangshoi with Pork,Manipur,Non-Veg,None,350,Meal
Peshawari Paneer,Manipur,Veg,None,250,Meal
Chamthong with Fish,Manipur,Non-Veg,None,340,Meal
Bamboo Shoot Curry,Manipur,Veg,None,220,Meal
Tungba,Manipur,Non-Veg,None,300,Meal
Mumlik,Manipur,Non-Veg,None,310,Meal
Thangjing with Pork,Manipur,Non-Veg,None,320,Meal
Sungthang,Manipur,Veg,None,190,Meal
Kangshoi with Beef,Manipur,Non-Veg,None,330,Meal
Naga Chicken,Manipur,Non-Veg,None,310,Meal
Eromba with Pork,Manipur,Non-Veg,None,320,Meal
Khao Thek,Manipur,Veg,None,200,Meal
Eromba with Beef,Manipur,Non-Veg,None,330,Meal
Hawaijar with Fish,Manipur,Non-Veg,None,320,Meal
Kangshoi with Chicken,Manipur,Non-Veg,None,340,Meal
Chakhao with Fish,Manipur,Non-Veg,None,320,Meal
Eroomba with Mutton,Manipur,Non-Veg,None,340,Meal
Saba with Bamboo Shoot,Manipur,Non-Veg,None,310,Meal
Aloo Makhong,Manipur,Veg,None,220,Meal
Mumlik with Pork,Manipur,Non-Veg,None,320,Meal
Eromba with Chicken,Manipur,Non-Veg,None,330,Meal
Cha Thongba with Pork,Manipur,Non-Veg,None,340,Meal
Kangshoi with Mutton,Manipur,Non-Veg,None,350,Meal
Steamed Pork,Manipur,Non-Veg,None,290,Meal
Macher Jhol with Bamboo Shoot,Manipur,Non-Veg,None,340,Meal
Eromba with Bamboo Shoot,Manipur,Non-Veg,None,320,Meal
Kangshoi with Pork and Bamboo Shoot,Manipur,Non-Veg,None,340,Meal
Thukpa with Chicken,Manipur,Non-Veg,None,340,Meal
Bamboo Shoot Khichdi,Manipur,Veg,None,240,Meal
Bamboo Shoot Salad with Fish,Manipur,Non-Veg,None,250,Snack
Saba with Fish,Manipur,Non-Veg,None,310,Meal
Mithuna with Pork,Manipur,Non-Veg,None,330,Meal
Mithuna with Mutton,Manipur,Non-Veg,None,340,Meal
Steamed Fish with Bamboo Shoot,Manipur,Non-Veg,None,290,Meal
Pakora with Fish,Manipur,Non-Veg,None,270,Meal
Peshawari Paneer with Chicken,Manipur,Non-Veg,None,260,Meal
Kangshoi with Beef and Bamboo Shoot,Manipur,Non-Veg,None,350,Meal
Khao Yum with Fish,Manipur,Non-Veg,None,280,Meal
Pakora with Chicken,Manipur,Non-Veg,None,280,Meal
Pawnbut with Pork,Manipur,Non-Veg,None,330,Meal
Kangshoi with Fish and Bamboo Shoot,Manipur,Non-Veg,None,340,Meal
Macher Jhol with Pork,Manipur,Non-Veg,None,320,Meal
Saba with Chicken,Manipur,Non-Veg,None,310,Meal
Chamthong with Pork,Manipur,Non-Veg,None,330,Meal
Mithuna with Fish,Manipur,Non-Veg,None,320,Meal
Eromba with Chicken and Bamboo Shoot,Manipur,Non-Veg,None,330,Meal
Nungshiba with Fish,Manipur,Non-Veg,None,320,Meal
Mumlik with Fish,Manipur,Non-Veg,None,310,Meal
Kangshoi with Pork and Chicken,Manipur,Non-Veg,None,340,Meal
Mithuna with Beef,Manipur,Non-Veg,None,330,Meal
Saba with Mutton,Manipur,Non-Veg,None,320,Meal
Thangjing with Fish,Manipur,Non-Veg,None,320,Meal
Steamed Fish with Chicken,Manipur,Non-Veg,None,290,Meal
Eromba with Mutton and Bamboo Shoot,Manipur,Non-Veg,None,340,Meal
Pakora with Mutton,Manipur,Non-Veg,None,290,Meal
Chamthong with Beef,Manipur,Non-Veg,None,340,Meal
Mithuna with Chicken and Bamboo Shoot,Manipur,Non-Veg,None,330,Meal
Kangshoi with Mutton and Bamboo Shoot,Manipur,Non-Veg,None,350,Meal
Steamed Pork with Fish,Manipur,Non-Veg,None,300,Meal
Mithuna with Pork and Bamboo Shoot,Manipur,Non-Veg,None,340,Meal
Pakora with Beef,Manipur,Non-Veg,None,280,Meal
Eromba with Fish and Chicken,Manipur,Non-Veg,None,330,Meal
Saba with Pork,Manipur,Non-Veg,None,320,Meal
Nungshiba with Pork,Manipur,Non-Veg,None,320,Meal
"Kangshoi with Fish, Chicken, and Bamboo Shoot",Manipur,Non-Veg,None,350,Meal
Mithuna with Pork and Mutton,Manipur,Non-Veg,None,340,Meal
Thukpa with Beef,Manipur,Non-Veg,None,350,Meal
Khao Yum with Chicken,Manipur,Non-Veg,None,300,Meal
Bamboo Shoot Soup with Fish,Manipur,Non-Veg,None,250,Meal
Eromba with Pork and Chicken,Manipur,Non-Veg,None,330,Meal
Kangshoi with Fish and Pork,Manipur,Non-Veg,None,340,Meal
Saba with Fish and Mutton,Manipur,Non-Veg,None,330,Meal
Pakora with Chicken and Bamboo Shoot,Manipur,Non-Veg,None,290,Meal
Chamthong with Mutton,Manipur,Non-Veg,None,340,Meal
Eromba with Mutton and Fish,Manipur,Non-Veg,None,350,Meal
"Kangshoi with Chicken, Fish, and Bamboo Shoot",Manipur,Non-Veg,None,350,Meal
Thukpa with Mutton,Manipur,Non-Veg,None,340,Meal
Mithuna with Chicken and Mutton,Manipur,Non-Veg,None,350,Meal
Saba with Pork and Bamboo Shoot,Manipur,Non-Veg,None,320,Meal
"Kangshoi with Pork, Fish, and Mutton",Manipur,Non-Veg,None,360,Meal
Eromba with Chicken and Pork,Manipur,Non-Veg,None,330,Meal
Mithuna with Beef and Chicken,Manipur,Non-Veg,None,340,Meal
Saba with Chicken and Bamboo Shoot,Manipur,Non-Veg,None,320,Meal
Bamboo Shoot Khichdi with Mutton,Manipur,Non-Veg,None,340,Meal
Thukpa with Fish and Pork,Manipur,Non-Veg,None,340,Meal
Saba with Mutton and Bamboo Shoot,Manipur,Non-Veg,None,340,Meal
Kangshoi with Beef and Chicken,Manipur,Non-Veg,None,350,Meal
"Eromba with Fish, Mutton, and Chicken",Manipur,Non-Veg,None,360,Meal
Pakora with Mutton and Chicken,Manipur,Non-Veg,None,300,Meal
Nungshiba with Chicken and Pork,Manipur,Non-Veg,None,320,Meal
"Kangshoi with Chicken, Mutton, and Bamboo Shoot",Manipur,Non-Veg,None,360,Meal
"Saba with Fish, Pork, and Mutton",Manipur,Non-Veg,None,340,Meal
Khao Yum with Beef,Manipur,Non-Veg,None,320,Meal
Eromba with Chicken and Fish,Manipur,Non-Veg,None,330,Meal
Mumlik with Mutton,Manipur,Non-Veg,None,320,Meal
"Kangshoi with Pork, Chicken, and Bamboo Shoot",Manipur,Non-Veg,None,350,Meal
Pakora with Fish and Mutton,Manipur,Non-Veg,None,290,Meal
"Eromba with Pork, Chicken, and Mutton",Manipur,Non-Veg,None,350,Meal
"Kangshoi with Mutton, Fish, and Bamboo Shoot",Manipur,Non-Veg,None,360,Meal
"Saba with Chicken, Pork, and Mutton",Manipur,Non-Veg,None,350,Meal
Bamboo Shoot Khichdi with Pork,Manipur,Non-Veg,None,320,Meal
"Pakora with Fish, Chicken, and Mutton",Manipur,Non-Veg,None,300,Meal
"Saba with Fish, Chicken, and Mutton",Manipur,Non-Veg,None,340,Meal
"Eromba with Chicken, Pork, and Mutton",Manipur,Non-Veg,None,350,Meal
"Kangshoi with Pork, Chicken, Mutton, and Bamboo Shoot",Manipur,Non-Veg,None,370,Meal
"Mithuna with Pork, Fish, and Mutton",Manipur,Non-Veg,None,360,Meal
"Thukpa with Fish, Pork, and Chicken",Manipur,Non-Veg,None,350,Meal
"Saba with Fish, Chicken, Pork, and Mutton",Manipur,Non-Veg,None,360,Meal
"Kangshoi with Pork, Chicken, Mutton, Fish, and Bamboo Shoot",Manipur,Non-Veg,None,380,Meal
"Eromba with Fish, Chicken, Mutton, and Pork",Manipur,Non-Veg,None,370,Meal
Puran Poli,Maharashtra,Veg,"Nuts, Dairy",400,Meal
Vada Pav,Maharashtra,Veg,Gluten,300,Meal
Misal Pav,Maharashtra,Veg,Gluten,450,Meal
Pithla Bhakri,Maharashtra,Veg,None,350,Meal
Kanda Bhaji,Maharashtra,Veg,None,250,Meal
Sabudana Khichdi,Maharashtra,Veg,Nuts,300,Meal
Kolhapuri Misal,Maharashtra,Veg,Gluten,500,Meal
Bombay Sandwich,Maharashtra,Veg,Gluten,350,Meal
Batata Vada,Maharashtra,Veg,Gluten,350,Meal
Dahi Puri,Maharashtra,Veg,Dairy,300,Meal
Kothimbir Vadi,Maharashtra,Veg,None,250,Meal
Pithla,Maharashtra,Veg,None,300,Meal
Thalipeeth,Maharashtra,Veg,Gluten,400,Meal
Sheera,Maharashtra,Veg,Dairy,350,Meal
Kharas,Maharashtra,Veg,None,200,Meal
Chole Bhature,Maharashtra,Veg,Gluten,500,Meal
Rawa Upma,Maharashtra,Veg,Gluten,300,Breakfast
Dosa,Maharashtra,Veg,Gluten,250,Breakfast
Idli,Maharashtra,Veg,Gluten,200,Breakfast
Pav Bhaji,Maharashtra,Veg,Gluten,400,Meal
Bhakri,Maharashtra,Veg,Gluten,350,Meal
Sabudana Wada,Maharashtra,Veg,Nuts,350,Meal
Aloo Paratha,Maharashtra,Veg,Gluten,400,Breakfast
Ragda Pattice,Maharashtra,Veg,None,400,Meal
Jowar Bhakri,Maharashtra,Veg,None,300,Meal
Paneer Bhurji,Maharashtra,Veg,Dairy,350,Meal
Veg Biryani,Maharashtra,Veg,None,450,Meal
Kadhi,Maharashtra,Veg,Dairy,250,Meal
Prawn Koliwada,Maharashtra,Non-Veg,Seafood,400,Meal
Bombil Fry,Maharashtra,Non-Veg,Seafood,300,Meal
Kothimbir Wadi,Maharashtra,Veg,None,250,Meal
Paneer Tikka,Maharashtra,Veg,Dairy,350,Meal
Kacchi Dabeli,Maharashtra,Veg,Gluten,350,Meal
Methi Thepla,Maharashtra,Veg,Gluten,300,Meal
Misal,Maharashtra,Veg,Gluten,400,Meal
Aloo Pulao,Maharashtra,Veg,None,350,Meal
Goan Prawn Curry,Maharashtra,Non-Veg,Seafood,500,Meal
Shreekhand,Maharashtra,Veg,Dairy,250,Meal
Kachori,Maharashtra,Veg,Gluten,400,Meal
Aloo Chaat,Maharashtra,Veg,None,300,Meal
Dal Tadka,Maharashtra,Veg,None,350,Meal
Chana Masala,Maharashtra,Veg,None,400,Meal
Paya Soup,Maharashtra,Non-Veg,Meat,350,Meal
Khatta Meetha,Maharashtra,Veg,None,250,Meal
Kaju Katli,Maharashtra,Veg,Nuts,500,Meal
Gulab Jamun,Maharashtra,Veg,Dairy,450,Meal
Vegetable Pulav,Maharashtra,Veg,None,400,Meal
Onion Pakoda,Maharashtra,Veg,Gluten,350,Meal
Rajma Chawal,Maharashtra,Veg,None,450,Meal
Amti,Maharashtra,Veg,None,300,Meal
Poha,Maharashtra,Veg,None,300,Breakfast
Samosa,Maharashtra,Veg,Gluten,400,Meal
Bhendi Masala,Maharashtra,Veg,None,250,Meal
Dahi Kebab,Maharashtra,Veg,Dairy,350,Meal
Alu Vadi,Maharashtra,Veg,None,300,Meal
Batata Wada,Maharashtra,Veg,Gluten,350,Meal
